src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.2.1,192.168.2.2,80,44670,2048,1970-01-01 11:13:01,28.0,4857142.857142857,71428.57142857143,71428.57142857143,0.0,2,0,136,0,68.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,68,68,68.0,0.0,0.0,40,0,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,68.0,433,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0,2,0,136,0
192.168.2.2,192.168.2.1,44570,80,2048,1970-01-01 11:13:01,128.0,2687500.0,31250.0,15625.0,15625.0,2,2,208,136,104.0,104.0,104.0,0.0,68.0,68.0,68.0,0.0,104,68,86.0,18.0,324.0,40,40,20,2,42.66666666666666,98.0,14.0,39.135093657171126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,86.0,501,433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,68.0,0,2,2,208,136
192.168.2.2,192.168.2.1,44528,80,2048,1970-01-01 11:13:01,0.0,0.0,0.0,0.0,0.0,1,0,108,0,108.0,108.0,108.0,0.0,0.0,0.0,0.0,0.0,108,108,108.0,0.0,0.0,20,0,20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,108.0,502,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0,1,0,108,0
192.168.2.1,192.168.2.2,80,44486,2048,1970-01-01 11:13:01,29.0,4689655.172413793,68965.5172413793,68965.5172413793,0.0,2,0,136,0,68.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,68,68,68.0,0.0,0.0,40,0,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,68.0,433,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0,2,0,136,0
192.168.2.2,192.168.2.1,44484,80,2048,1970-01-01 11:13:01,190.0,1905263.1578947369,21052.631578947367,10526.315789473683,10526.315789473683,2,2,226,136,113.0,113.0,113.0,0.0,68.0,68.0,68.0,0.0,113,68,90.5,22.5,506.25,40,40,20,2,63.333333333333336,146.0,12.0,59.02165327704363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,90.5,501,433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,68.0,0,2,2,226,136
192.168.2.2,192.168.2.1,44478,80,2048,1970-01-01 11:13:01,148.0,2310810.810810811,27027.027027027027,13513.513513513511,13513.513513513511,2,2,206,136,103.0,103.0,103.0,0.0,68.0,68.0,68.0,0.0,103,68,85.5,17.5,306.25,40,40,20,2,49.333333333333336,106.0,14.0,40.47495796442811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,85.5,502,433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,68.0,0,2,2,206,136
192.168.2.2,192.168.2.1,44472,80,2048,1970-01-01 11:13:01,152.0,2092105.2631578944,26315.78947368421,13157.894736842103,13157.894736842103,2,2,182,136,91.0,91.0,91.0,0.0,68.0,68.0,68.0,0.0,91,68,79.5,11.5,132.25,40,40,20,2,50.66666666666666,108.0,17.0,40.74582459862878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,79.5,501,433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,68.0,0,2,2,182,136
192.168.2.2,192.168.2.1,44466,80,2048,1970-01-01 11:13:01,144.0,2291666.6666666665,27777.777777777777,13888.888888888889,13888.888888888889,2,2,194,136,97.0,97.0,97.0,0.0,68.0,68.0,68.0,0.0,97,68,82.5,14.5,210.25,40,40,20,2,48.0,106.0,13.0,41.30375285612676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,82.5,502,433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,68.0,0,2,2,194,136
192.168.2.2,192.168.2.1,44464,80,2048,1970-01-01 11:13:01,169.0,1881656.804733728,23668.63905325444,11834.31952662722,11834.31952662722,2,2,182,136,91.0,91.0,91.0,0.0,68.0,68.0,68.0,0.0,91,68,79.5,11.5,132.25,40,40,20,2,56.333333333333336,124.0,17.0,48.05783552715994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,79.5,501,433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,68.0,0,2,2,182,136
192.168.2.2,192.168.2.1,44458,80,2048,1970-01-01 11:13:01,157.0,1949044.5859872613,25477.707006369423,12738.853503184711,12738.853503184711,2,2,170,136,85.0,85.0,85.0,0.0,68.0,68.0,68.0,0.0,85,68,76.5,8.5,72.25,40,40,20,2,52.333333333333336,112.0,22.0,42.192679723172624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,76.5,501,433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,68.0,0,2,2,170,136
