src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.2.2,192.168.2.1,51402,80,2048,1970-01-01 11:46:50,5792.0,145718.2320441989,1208.5635359116022,863.2596685082873,345.3038674033149,5,2,692,152,404.0,68.0,138.4,132.84818402974128,76.0,76.0,76.0,0.0,404,68,120.57142857142856,115.76189496777693,13400.816326530612,100,40,20,1,965.3333333333334,5414.0,12.0,1990.483163008977,5792.0,5414.0,12.0,1448.0,2293.455471553786,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.4,120.57142857142856,64240,5844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.4,76.0,0,5,2,692,152
192.168.2.1,192.168.2.2,80,51398,2048,1970-01-01 11:46:50,342.0,4994152.046783625,17543.859649122805,11695.906432748538,5847.953216374269,4,2,1572,136,416.0,370.0,393.0,23.0,68.0,68.0,68.0,0.0,416,68,284.6666666666667,154.35313047971812,23824.88888888889,80,40,20,4,68.4,128.0,28.0,37.33416665736628,342.0,249.0,36.0,114.0,95.84362263604189,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,284.6666666666667,433,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,4.0,0.0,0.0,3801169.590643275,0.0,393.0,68.0,0,4,2,1572,136
192.168.2.1,192.168.2.2,80,51396,2048,1970-01-01 11:46:50,8637.0,125043.41785342131,810.4665971981011,463.1237698274864,347.3428273706148,4,3,876,204,370.0,68.0,219.0,151.0,68.0,68.0,68.0,0.0,370,68,154.28571428571428,136.42969333869294,18613.0612244898,80,60,20,2,1439.5,8441.0,12.0,3131.2684729994007,196.0,130.0,27.0,65.33333333333333,45.98792111945146,8506.0,8480.0,26.0,4253.0,4227.0,0,0,0,0,1,0,0,0,0,0,0,0.75,154.28571428571428,433,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,68.0,0,4,3,876,204
192.168.2.1,192.168.2.2,80,51400,2048,1970-01-01 11:46:50,575.0,3561739.1304347827,17391.304347826088,10434.782608695652,6956.521739130435,6,4,1776,272,450.0,68.0,296.0,164.49518736627726,68.0,68.0,68.0,0.0,450,68,204.8,169.44426812376983,28711.36,120,80,20,4,63.888888888888886,187.0,11.0,57.8857964625068,575.0,322.0,26.0,115.0,109.14210919713804,388.0,342.0,17.0,129.33333333333334,150.4578198551194,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,204.8,433,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1368.0,4.0,0.0,0.0,3249406.175771972,0.0,296.0,68.0,0,6,4,1776,272
192.168.2.2,192.168.2.1,51404,80,2048,1970-01-01 11:46:50,15189.0,95595.4967410626,790.0454276120877,395.02271380604384,395.02271380604384,6,6,424,1028,76.0,68.0,70.66666666666667,3.771236166328253,370.0,68.0,171.33333333333334,140.51650753163804,370,68,121.0,111.4136436887332,12413.0,120,120,20,0,1380.8181818181818,14743.0,1.0,4225.6458316114085,15161.0,14903.0,10.0,3032.2,5935.791451862168,15056.0,14823.0,17.0,3011.2,5906.063067729636,0,0,0,0,1,0,0,0,0,0,0,1.0,121.0,64240,433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.66666666666667,171.33333333333334,0,6,6,424,1028
192.168.2.2,192.168.2.1,51406,80,2048,1970-01-01 11:46:50,9177.0,241473.2483382369,1307.6168682576006,653.8084341288003,653.8084341288003,6,6,424,1792,76.0,68.0,70.66666666666667,3.771236166328253,450.0,76.0,298.6666666666667,160.80077390637425,450,68,184.66666666666663,161.03277789181791,25931.55555555556,120,120,20,0,834.2727272727273,8671.0,10.0,2478.4148193006204,9107.0,8851.0,10.0,1821.4,3515.363343951803,9043.0,8745.0,18.0,1808.6,3468.726140818845,0,0,0,0,1,0,0,0,0,0,0,1.0,184.66666666666663,64240,433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1368.0,4.0,0.0,4885714.285714285,70.66666666666667,298.6666666666667,0,6,6,424,1792
192.168.2.2,192.168.2.1,51410,80,2048,1970-01-01 11:46:50,237.0,1856540.0843881855,25316.45569620253,16877.63713080169,8438.818565400845,4,2,288,152,76.0,68.0,72.0,4.0,76.0,76.0,76.0,0.0,76,68,73.33333333333333,3.771236166328253,14.222222222222223,80,40,20,0,47.4,111.0,10.0,38.89267283178157,237.0,203.0,10.0,79.0,87.86732422616878,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,73.33333333333333,64240,5844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,76.0,0,4,2,288,152
192.168.2.2,192.168.2.1,51408,80,2048,1970-01-01 11:46:50,17475.0,27010.014306151643,114.4492131616595,114.4492131616595,0.0,2,0,472,0,404.0,68.0,236.0,168.0,0.0,0.0,0.0,0.0,404,68,236.0,168.0,28224.0,40,0,20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,236.0,502,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,0,2,0,472,0
192.168.2.2,192.168.2.1,51414,80,2048,1970-01-01 11:46:50,23162.0,65624.73016147138,561.2641395388999,302.2191520594077,259.0449874794923,7,6,492,1028,76.0,68.0,70.28571428571429,3.6140316116210056,370.0,68.0,171.33333333333334,140.51650753163804,370,68,116.92307692307692,107.97041014766788,11657.609467455626,140,120,20,0,1930.1666666666667,16524.0,9.0,4714.285326418935,23162.0,16648.0,9.0,3860.3333333333335,6148.479342261972,16835.0,16613.0,17.0,3367.0,6623.129683163391,0,0,0,0,1,0,0,0,0,0,0,0.8571428571428571,116.92307692307692,64240,433,16497.0,9.0,8253.0,8244.0,16515.0,6164.0,11339.5,5175.5,0.0,0.0,0.0,0.0,0.0,0.0,70.28571428571429,171.33333333333334,0,7,6,492,1028
192.168.2.2,192.168.2.1,51416,80,2048,1970-01-01 11:46:50,10879.0,222446.9160768453,1470.723412078316,735.361706039158,735.361706039158,8,8,560,1860,76.0,68.0,70.0,3.4641016151377544,416.0,68.0,232.5,161.34667644547253,416,68,151.25,140.08546498477278,19623.9375,160,160,20,0,725.2666666666667,10040.0,10.0,2489.887881456156,10827.0,10217.0,10.0,1546.7142857142858,3541.2825648459107,10724.0,10132.0,19.0,1532.0,3512.1755162780314,0,0,0,0,1,0,0,0,0,0,0,1.0,151.25,64240,433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,4.0,0.0,3178484.107579462,70.0,232.5,0,8,8,560,1860
